order_id,order_date,product_category,product_name,quantity,unit_price,total_value,customer_region,payment_method,order_status
ORD-0716,2024-09-29,Eletrônicos,Fone de Ouvido Bluetooth JBL,4,201.05,804.2,Nordeste,PIX,Entregue
ORD-0717,2024-09-29,Esportes,Tapete de Yoga 6mm,5,79.37,396.85,Sudeste,PIX,Entregue
ORD-0718,2024-09-30,Eletrônicos,Cabo HDMI 2m,2,36.1,72.2,Sul,PIX,Entregue
ORD-0719,2024-09-30,Eletrônicos,Webcam Full HD 1080p,2,227.36,454.72,Sudeste,Cartao,Entregue
ORD-0720,2024-09-30,Eletrônicos,Cabo HDMI 2m,2,35.94,71.88,Nordeste,PIX,Entregue
ORD-0721,2024-10-01,Casa e Jardim,Jogo de Cama Queen 300 fios,2,136.07,272.14,Sul,Cartao,Em transito
ORD-0722,2024-10-01,Moda,Vestido Floral Midi,1,171.76,171.76,Sudeste,PIX,Cancelado
ORD-0723,2024-10-01,Casa e Jardim,Vassoura Elétrica Robô,1,483.81,483.81,Nordeste,Cartao,Entregue
ORD-0724,2024-10-02,Livros,O Poder do Hábito,2,35.87,71.74,Sudeste,PIX,Entregue
ORD-0725,2024-10-02,Casa e Jardim,Luminária LED de Mesa,1,106.95,106.95,Centro-Oeste,PIX,Entregue
ORD-0726,2024-10-03,Livros,A Startup Enxuta,2,43.78,87.56,Sudeste,Cartao,Entregue
ORD-0727,2024-10-03,Casa e Jardim,Tapete Sala 2x3m,1,186.13,186.13,Nordeste,Cartao,Entregue
ORD-0728,2024-10-03,Esportes,Bicicleta Speed Aro 29,1,1504.91,1504.91,Sudeste,PIX,Entregue
ORD-0729,2024-10-04,Eletrônicos,Teclado Mecânico Redragon,1,298.62,298.62,Nordeste,Cartao,Entregue
ORD-0730,2024-10-05,Esportes,Whey Protein 900g,1,130.39,130.39,Norte,PIX,Entregue
ORD-0731,2024-10-05,Esportes,Halteres Par 5kg,1,86.64,86.64,Sul,Cartao,Entregue
ORD-0732,2024-10-05,Livros,A Startup Enxuta,1,45.55,45.55,Nordeste,Cartao,Em transito
ORD-0733,2024-10-06,Beleza,Perfume Masculino 100ml,5,172.55,862.75,Sudeste,Cartao,Em transito
ORD-0734,2024-10-06,Eletrônicos,Cabo HDMI 2m,2,41.64,83.28,Sudeste,Cartao,Entregue
ORD-0735,2024-10-06,Casa e Jardim,Regador de Jardim 5L,2,41.26,82.52,Nordeste,Cartao,Entregue
ORD-0736,2024-10-07,Esportes,Garrafa Térmica 1L,1,59.13,59.13,Nordeste,PIX,Entregue
ORD-0737,2024-10-07,Moda,Boné Snapback,1,64.22,64.22,Sul,Boleto,Entregue
ORD-0738,2024-10-07,Eletrônicos,Carregador Turbo USB-C,2,67.38,134.76,Sudeste,Cartao,Entregue
ORD-0739,2024-10-07,Eletrônicos,Hub USB 7 portas,1,94.21,94.21,Sul,Cartao,Entregue
ORD-0740,2024-10-07,Casa e Jardim,Regador de Jardim 5L,1,41.81,41.81,Centro-Oeste,PIX,Entregue
ORD-0741,2024-10-08,Eletrônicos,Webcam Full HD 1080p,3,216.82,650.46,Nordeste,PIX,Entregue
ORD-0742,2024-10-08,Beleza,Secador de Cabelo Profissional,1,235.85,235.85,Nordeste,PIX,Entregue
ORD-0743,2024-10-08,Eletrônicos,Hub USB 7 portas,2,91.85,183.7,Nordeste,Cartao,Cancelado
ORD-0744,2024-10-08,Livros,O Poder do Hábito,1,38.15,38.15,Centro-Oeste,Cartao,Entregue
ORD-0745,2024-10-08,Casa e Jardim,Panela de Pressão Elétrica,2,254.53,509.06,Sudeste,PIX,Entregue
ORD-0746,2024-10-08,Livros,O Poder do Hábito,2,41.07,82.14,Nordeste,Cartao,Em transito
ORD-0747,2024-10-10,Esportes,Tênis de Corrida Nike,1,363.6,363.6,Sudeste,PIX,Entregue
ORD-0748,2024-10-10,Beleza,Kit Skincare Vitamina C,1,138.52,138.52,Sudeste,Cartao,Entregue
ORD-0749,2024-10-10,Beleza,Pinceis de Maquiagem Kit 12pc,3,80.08,240.24,Sudeste,Cartao,Entregue
ORD-0750,2024-10-10,Casa e Jardim,Tapete Sala 2x3m,1,191.66,191.66,Sudeste,Cartao,Entregue
ORD-0751,2024-10-10,Moda,Camisa Social Slim Fit,3,118.92,356.76,Sul,PIX,Entregue
ORD-0752,2024-10-10,Esportes,Whey Protein 900g,3,128.92,386.76,Sul,Boleto,Entregue
ORD-0753,2024-10-10,Casa e Jardim,Panela de Pressão Elétrica,5,253.75,1268.75,Nordeste,PIX,Entregue
ORD-0754,2024-10-11,Eletrônicos,Fone de Ouvido Bluetooth JBL,1,192.47,192.47,Nordeste,Cartao,Entregue
ORD-0755,2024-10-11,Casa e Jardim,Regador de Jardim 5L,3,35.7,107.1,Nordeste,PIX,Entregue
ORD-0756,2024-10-11,Casa e Jardim,Luminária LED de Mesa,1,97.3,97.3,Nordeste,Cartao,Entregue
ORD-0757,2024-10-13,Eletrônicos,Carregador Turbo USB-C,1,70.06,70.06,Centro-Oeste,Cartao,Entregue
ORD-0758,2024-10-13,Beleza,Protetor Solar FPS 60,3,52.03,156.09,Centro-Oeste,Boleto,Entregue
ORD-0759,2024-10-13,Eletrônicos,Cabo HDMI 2m,1,37.94,37.94,Sudeste,Cartao,Entregue
ORD-0760,2024-10-13,Esportes,Garrafa Térmica 1L,3,56.86,170.58,Sudeste,PIX,Entregue
ORD-0761,2024-10-13,Casa e Jardim,Kit Ferramentas 42 peças,2,120.24,240.48,Sudeste,PIX,Entregue
ORD-0762,2024-10-14,Eletrônicos,Cabo HDMI 2m,1,41.32,41.32,Nordeste,Boleto,Entregue
ORD-0763,2024-10-14,Eletrônicos,Cabo HDMI 2m,1,36.34,36.34,Sudeste,Cartao,Entregue
ORD-0764,2024-10-14,Moda,Boné Snapback,4,63.16,252.64,Nordeste,PIX,Cancelado
ORD-0765,2024-10-14,Eletrônicos,Teclado Mecânico Redragon,3,305.08,915.24,Centro-Oeste,PIX,Entregue
ORD-0766,2024-10-14,Beleza,Kit Skincare Vitamina C,3,126.34,379.02,Norte,PIX,Entregue
ORD-0767,2024-10-15,Livros,O Poder do Hábito,3,39.17,117.51,Centro-Oeste,Boleto,Entregue
ORD-0768,2024-10-15,Eletrônicos,Cabo HDMI 2m,2,39.78,79.56,Sudeste,Boleto,Entregue
ORD-0769,2024-10-15,Beleza,Shampoo Antirresíduo 300ml,1,36.94,36.94,Sudeste,PIX,Em transito
ORD-0770,2024-10-15,Esportes,Garrafa Térmica 1L,2,56.1,112.2,Nordeste,PIX,Em transito
ORD-0771,2024-10-15,Casa e Jardim,Vassoura Elétrica Robô,2,491.39,982.78,Centro-Oeste,Boleto,Em transito
ORD-0772,2024-10-16,Casa e Jardim,Tapete Sala 2x3m,3,197.15,591.45,Sudeste,Boleto,Entregue
ORD-0773,2024-10-16,Beleza,Shampoo Antirresíduo 300ml,1,41.33,41.33,Centro-Oeste,Cartao,Entregue
ORD-0774,2024-10-16,Esportes,Tênis de Corrida Nike,2,410.09,820.18,Centro-Oeste,Cartao,Entregue
ORD-0775,2024-10-17,Moda,Meia Kit 3 pares,1,28.67,28.67,Centro-Oeste,Boleto,Em transito
ORD-0776,2024-10-17,Casa e Jardim,Jogo de Cama Queen 300 fios,2,162.0,324.0,Sudeste,Boleto,Entregue
ORD-0777,2024-10-17,Esportes,Halteres Par 5kg,3,85.75,257.25,Sul,Cartao,Entregue
ORD-0778,2024-10-18,Eletrônicos,Hub USB 7 portas,1,88.49,88.49,Norte,Cartao,Cancelado
ORD-0779,2024-10-18,Eletrônicos,Carregador Turbo USB-C,1,71.74,71.74,Sudeste,Cartao,Entregue
ORD-0780,2024-10-18,Beleza,Secador de Cabelo Profissional,1,216.95,216.95,Sudeste,Cartao,Entregue
ORD-0781,2024-10-19,Beleza,Perfume Masculino 100ml,1,170.22,170.22,Sudeste,Cartao,Entregue
ORD-0782,2024-10-19,Moda,Vestido Floral Midi,2,165.79,331.58,Sul,PIX,Entregue
ORD-0783,2024-10-19,Esportes,Corda de Pular Speed,1,53.31,53.31,Norte,PIX,Entregue
ORD-0784,2024-10-20,Livros,Clean Code,1,94.33,94.33,Nordeste,PIX,Cancelado
ORD-0785,2024-10-20,Livros,Pai Rico Pai Pobre,1,39.78,39.78,Nordeste,Cartao,Entregue
ORD-0786,2024-10-20,Eletrônicos,Hub USB 7 portas,2,83.63,167.26,Sudeste,PIX,Entregue
ORD-0787,2024-10-20,Casa e Jardim,Luminária LED de Mesa,1,90.86,90.86,Centro-Oeste,PIX,Entregue
ORD-0788,2024-10-21,Esportes,Corda de Pular Speed,1,53.12,53.12,Sul,PIX,Entregue
ORD-0789,2024-10-21,Moda,Meia Kit 3 pares,1,30.82,30.82,Sul,PIX,Entregue
ORD-0790,2024-10-21,Moda,Vestido Floral Midi,3,149.96,449.88,Sul,PIX,Entregue
ORD-0791,2024-10-21,Moda,Tênis Casual Masculino,1,171.49,171.49,Sul,Boleto,Entregue
ORD-0792,2024-10-22,Beleza,Shampoo Antirresíduo 300ml,1,38.67,38.67,Sudeste,PIX,Entregue
ORD-0793,2024-10-22,Beleza,Perfume Masculino 100ml,2,197.06,394.12,Sul,PIX,Entregue
ORD-0794,2024-10-22,Eletrônicos,Smartphone Samsung Galaxy A54,1,1255.58,1255.58,Centro-Oeste,Boleto,Em transito
ORD-0795,2024-10-22,Livros,A Startup Enxuta,1,46.18,46.18,Sudeste,Cartao,Entregue
ORD-0796,2024-10-22,Esportes,Halteres Par 5kg,4,86.7,346.8,Nordeste,Cartao,Entregue
ORD-0797,2024-10-22,Livros,Algoritmos - CLRS,3,161.82,485.46,Sudeste,PIX,Entregue
ORD-0798,2024-10-22,Moda,Camisa Social Slim Fit,1,109.88,109.88,Sudeste,Boleto,Cancelado
ORD-0799,2024-10-23,Beleza,Secador de Cabelo Profissional,1,237.67,237.67,Norte,Cartao,Entregue
ORD-0800,2024-10-23,Casa e Jardim,Vassoura Elétrica Robô,3,480.34,1441.02,Sudeste,Boleto,Entregue
ORD-0801,2024-10-23,Moda,Vestido Floral Midi,2,170.23,340.46,Norte,PIX,Entregue
ORD-0802,2024-10-23,Moda,Bolsa Feminina de Couro,1,225.89,225.89,Sul,Cartao,Em transito
ORD-0803,2024-10-23,Esportes,Bicicleta Speed Aro 29,5,1481.47,7407.35,Nordeste,Cartao,Entregue
ORD-0804,2024-10-24,Beleza,Perfume Masculino 100ml,1,174.77,174.77,Norte,PIX,Entregue
ORD-0805,2024-10-24,Livros,Clean Code,2,90.13,180.26,Sudeste,Boleto,Entregue
ORD-0806,2024-10-25,Livros,Pai Rico Pai Pobre,1,43.26,43.26,Sul,Cartao,Cancelado
ORD-0807,2024-10-25,Eletrônicos,Mouse Sem Fio Logitech,2,154.4,308.8,Nordeste,Cartao,Em transito
ORD-0808,2024-10-25,Casa e Jardim,Luminária LED de Mesa,1,89.67,89.67,Sul,Cartao,Entregue
ORD-0809,2024-10-25,Casa e Jardim,Vassoura Elétrica Robô,1,514.77,514.77,Sudeste,Cartao,Entregue
ORD-0810,2024-10-25,Beleza,Shampoo Antirresíduo 300ml,2,42.17,84.34,Sudeste,Boleto,Entregue
ORD-0811,2024-10-26,Casa e Jardim,Panela de Pressão Elétrica,2,295.64,591.28,Nordeste,Cartao,Entregue
ORD-0812,2024-10-26,Casa e Jardim,Luminária LED de Mesa,2,93.85,187.7,Nordeste,PIX,Entregue
ORD-0813,2024-10-26,Esportes,Corda de Pular Speed,2,48.04,96.08,Centro-Oeste,PIX,Entregue
ORD-0814,2024-10-26,Esportes,Halteres Par 5kg,1,94.45,94.45,Sul,PIX,Entregue
ORD-0815,2024-10-26,Casa e Jardim,Vassoura Elétrica Robô,1,469.05,469.05,Nordeste,PIX,Entregue
ORD-0816,2024-10-27,Eletrônicos,Webcam Full HD 1080p,2,232.62,465.24,Nordeste,Cartao,Entregue
ORD-0817,2024-10-27,Casa e Jardim,Tapete Sala 2x3m,2,195.67,391.34,Sul,Boleto,Entregue
ORD-0818,2024-10-28,Beleza,Protetor Solar FPS 60,1,44.92,44.92,Sudeste,Cartao,Entregue
ORD-0819,2024-10-28,Moda,Boné Snapback,3,63.75,191.25,Nordeste,PIX,Entregue
ORD-0820,2024-10-29,Eletrônicos,Smartphone Samsung Galaxy A54,1,1302.49,1302.49,Nordeste,Cartao,Entregue
ORD-0821,2024-10-29,Casa e Jardim,Panela de Pressão Elétrica,1,265.32,265.32,Nordeste,PIX,Entregue
ORD-0822,2024-10-29,Moda,Meia Kit 3 pares,1,27.16,27.16,Sudeste,Boleto,Entregue
ORD-0823,2024-10-29,Livros,A Startup Enxuta,2,43.6,87.2,Sul,PIX,Em transito
ORD-0824,2024-10-29,Moda,Bolsa Feminina de Couro,2,233.32,466.64,Sul,Boleto,Entregue
ORD-0825,2024-10-31,Livros,O Poder do Hábito,1,35.15,35.15,Sudeste,Cartao,Entregue
ORD-0826,2024-10-31,Beleza,Shampoo Antirresíduo 300ml,1,39.79,39.79,Sul,Boleto,Entregue
ORD-0827,2024-10-31,Beleza,Shampoo Antirresíduo 300ml,3,40.37,121.11,Sudeste,PIX,Entregue
ORD-0828,2024-10-31,Eletrônicos,Cabo HDMI 2m,1,41.8,41.8,Sul,Cartao,Entregue
ORD-0829,2024-11-01,Beleza,Protetor Solar FPS 60,1,45.97,45.97,Nordeste,Cartao,Entregue
ORD-0830,2024-11-01,Moda,Bolsa Feminina de Couro,1,260.89,260.89,Nordeste,PIX,Entregue
ORD-0831,2024-11-01,Moda,Bolsa Feminina de Couro,3,238.78,716.34,Nordeste,PIX,Entregue
ORD-0832,2024-11-01,Beleza,Pinceis de Maquiagem Kit 12pc,3,86.58,259.74,Sul,Cartao,Entregue
ORD-0833,2024-11-01,Casa e Jardim,Jogo de Cama Queen 300 fios,1,148.63,148.63,Nordeste,Cartao,Entregue
ORD-0834,2024-11-01,Esportes,Whey Protein 900g,1,134.53,134.53,Nordeste,PIX,Entregue
ORD-0835,2024-11-02,Beleza,Pinceis de Maquiagem Kit 12pc,1,85.15,85.15,Sul,Cartao,Entregue
ORD-0836,2024-11-02,Esportes,Bicicleta Speed Aro 29,2,1397.47,2794.94,Nordeste,Cartao,Entregue
ORD-0837,2024-11-02,Livros,A Startup Enxuta,2,42.58,85.16,Norte,Cartao,Entregue
ORD-0838,2024-11-02,Casa e Jardim,Kit Ferramentas 42 peças,4,134.45,537.8,Norte,Cartao,Entregue
ORD-0839,2024-11-03,Esportes,Corda de Pular Speed,1,53.62,53.62,Sudeste,Cartao,Entregue
ORD-0840,2024-11-03,Esportes,Whey Protein 900g,1,120.57,120.57,Nordeste,Cartao,Em transito
ORD-0841,2024-11-03,Esportes,Tênis de Corrida Nike,2,377.83,755.66,Centro-Oeste,PIX,Entregue
ORD-0842,2024-11-03,Beleza,Perfume Masculino 100ml,3,176.7,530.1,Nordeste,Cartao,Entregue
ORD-0843,2024-11-03,Eletrônicos,Cabo HDMI 2m,1,36.04,36.04,Sudeste,PIX,Entregue
ORD-0844,2024-11-03,Eletrônicos,Mouse Sem Fio Logitech,3,160.81,482.43,Norte,Cartao,Entregue
ORD-0845,2024-11-04,Eletrônicos,Hub USB 7 portas,4,94.32,377.28,Sul,Boleto,Cancelado
ORD-0846,2024-11-05,Livros,O Poder do Hábito,1,41.52,41.52,Sudeste,Cartao,Cancelado
ORD-0847,2024-11-05,Casa e Jardim,Luminária LED de Mesa,2,103.52,207.04,Sul,Cartao,Cancelado
ORD-0848,2024-11-05,Moda,Boné Snapback,3,57.39,172.17,Sudeste,PIX,Em transito
ORD-0849,2024-11-05,Eletrônicos,Cabo HDMI 2m,1,41.61,41.61,Sudeste,PIX,Entregue
ORD-0850,2024-11-05,Beleza,Pinceis de Maquiagem Kit 12pc,2,76.8,153.6,Sudeste,Cartao,Entregue
ORD-0851,2024-11-05,Moda,Bolsa Feminina de Couro,1,264.03,264.03,Nordeste,Cartao,Cancelado
ORD-0852,2024-11-06,Beleza,Secador de Cabelo Profissional,1,238.44,238.44,Sul,Cartao,Entregue
ORD-0853,2024-11-06,Eletrônicos,Fone de Ouvido Bluetooth JBL,1,182.89,182.89,Sul,Cartao,Entregue
ORD-0854,2024-11-06,Eletrônicos,Carregador Turbo USB-C,1,74.55,74.55,Sul,Cartao,Entregue
ORD-0855,2024-11-07,Livros,Clean Code,3,87.56,262.68,Sul,Boleto,Entregue
ORD-0856,2024-11-07,Casa e Jardim,Panela de Pressão Elétrica,1,251.54,251.54,Nordeste,Boleto,Entregue
ORD-0857,2024-11-07,Esportes,Halteres Par 5kg,1,83.75,83.75,Sul,Cartao,Entregue
ORD-0858,2024-11-08,Beleza,Pinceis de Maquiagem Kit 12pc,3,83.35,250.05,Sudeste,Cartao,Entregue
ORD-0859,2024-11-08,Beleza,Shampoo Antirresíduo 300ml,1,41.96,41.96,Nordeste,PIX,Entregue
ORD-0860,2024-11-08,Casa e Jardim,Vassoura Elétrica Robô,2,483.1,966.2,Sudeste,Boleto,Entregue
ORD-0861,2024-11-08,Casa e Jardim,Luminária LED de Mesa,1,105.58,105.58,Nordeste,Cartao,Entregue
ORD-0862,2024-11-08,Casa e Jardim,Panela de Pressão Elétrica,1,286.09,286.09,Sudeste,Cartao,Entregue
ORD-0863,2024-11-08,Casa e Jardim,Vassoura Elétrica Robô,1,522.64,522.64,Centro-Oeste,Cartao,Em transito
ORD-0864,2024-11-08,Livros,A Startup Enxuta,2,47.47,94.94,Nordeste,Cartao,Entregue
ORD-0865,2024-11-09,Casa e Jardim,Kit Ferramentas 42 peças,2,136.35,272.7,Sul,Cartao,Entregue
ORD-0866,2024-11-09,Moda,Tênis Casual Masculino,2,172.84,345.68,Norte,PIX,Entregue
ORD-0867,2024-11-09,Beleza,Pinceis de Maquiagem Kit 12pc,1,84.19,84.19,Sudeste,Boleto,Entregue
ORD-0868,2024-11-09,Esportes,Bicicleta Speed Aro 29,1,1459.81,1459.81,Nordeste,Cartao,Entregue
ORD-0869,2024-11-09,Casa e Jardim,Vassoura Elétrica Robô,1,498.88,498.88,Nordeste,Boleto,Entregue
ORD-0870,2024-11-09,Esportes,Corda de Pular Speed,1,45.7,45.7,Nordeste,Cartao,Em transito
ORD-0871,2024-11-09,Livros,Sapiens - Uma Breve Historia,1,45.26,45.26,Nordeste,Cartao,Em transito
ORD-0872,2024-11-09,Casa e Jardim,Jogo de Cama Queen 300 fios,1,152.03,152.03,Sudeste,Cartao,Entregue
ORD-0873,2024-11-10,Moda,Tênis Casual Masculino,5,174.4,872.0,Sudeste,Cartao,Cancelado
ORD-0874,2024-11-10,Moda,Meia Kit 3 pares,1,29.52,29.52,Norte,Boleto,Entregue
ORD-0875,2024-11-11,Beleza,Pinceis de Maquiagem Kit 12pc,1,71.13,71.13,Sudeste,PIX,Entregue
ORD-0876,2024-11-11,Casa e Jardim,Vassoura Elétrica Robô,1,494.25,494.25,Sudeste,Boleto,Cancelado
ORD-0877,2024-11-11,Moda,Meia Kit 3 pares,2,26.9,53.8,Sul,Cartao,Entregue
ORD-0878,2024-11-11,Beleza,Secador de Cabelo Profissional,2,201.01,402.02,Sul,PIX,Em transito
ORD-0879,2024-11-11,Casa e Jardim,Vassoura Elétrica Robô,2,453.67,907.34,Nordeste,PIX,Entregue
ORD-0880,2024-11-11,Moda,Boné Snapback,2,53.39,106.78,Sul,PIX,Entregue
ORD-0881,2024-11-11,Beleza,Protetor Solar FPS 60,4,44.93,179.72,Nordeste,Cartao,Em transito
ORD-0882,2024-11-11,Livros,Pai Rico Pai Pobre,1,46.2,46.2,Sudeste,Cartao,Entregue
ORD-0883,2024-11-12,Eletrônicos,Mouse Sem Fio Logitech,1,157.55,157.55,Sul,Boleto,Entregue
ORD-0884,2024-11-12,Livros,Sapiens - Uma Breve Historia,2,47.24,94.48,Nordeste,Boleto,Entregue
ORD-0885,2024-11-13,Moda,Calça Jeans Skinny,1,125.77,125.77,Nordeste,PIX,Em transito
ORD-0886,2024-11-13,Livros,Pai Rico Pai Pobre,1,42.11,42.11,Sul,PIX,Em transito
ORD-0887,2024-11-13,Beleza,Perfume Masculino 100ml,4,172.33,689.32,Sudeste,Cartao,Entregue
ORD-0888,2024-11-13,Eletrônicos,Teclado Mecânico Redragon,3,277.62,832.86,Sudeste,Boleto,Cancelado
ORD-0889,2024-11-13,Eletrônicos,Cabo HDMI 2m,2,36.97,73.94,Sudeste,Cartao,Entregue
ORD-0890,2024-11-13,Eletrônicos,Mouse Sem Fio Logitech,1,135.91,135.91,Nordeste,Cartao,Entregue
ORD-0891,2024-11-13,Moda,Tênis Casual Masculino,4,170.74,682.96,Sul,PIX,Entregue
ORD-0892,2024-11-13,Moda,Camisa Social Slim Fit,1,120.62,120.62,Norte,Cartao,Cancelado
ORD-0893,2024-11-13,Moda,Camisa Social Slim Fit,1,119.96,119.96,Sudeste,Boleto,Em transito
ORD-0894,2024-11-14,Livros,Algoritmos - CLRS,3,135.35,406.05,Centro-Oeste,Cartao,Entregue
ORD-0895,2024-11-14,Moda,Tênis Casual Masculino,4,163.25,653.0,Sudeste,PIX,Entregue
ORD-0896,2024-11-14,Casa e Jardim,Regador de Jardim 5L,2,40.03,80.06,Nordeste,PIX,Entregue
ORD-0897,2024-11-14,Livros,O Poder do Hábito,1,37.44,37.44,Sudeste,PIX,Entregue
ORD-0898,2024-11-14,Casa e Jardim,Tapete Sala 2x3m,1,178.07,178.07,Norte,Boleto,Em transito
ORD-0899,2024-11-14,Beleza,Secador de Cabelo Profissional,2,240.01,480.02,Sudeste,Cartao,Entregue
ORD-0900,2024-11-14,Moda,Calça Jeans Skinny,1,151.76,151.76,Centro-Oeste,PIX,Em transito
ORD-0901,2024-11-14,Livros,Algoritmos - CLRS,1,134.23,134.23,Sudeste,Cartao,Entregue
ORD-0902,2024-11-14,Esportes,Corda de Pular Speed,1,47.95,47.95,Norte,Cartao,Entregue
ORD-0903,2024-11-15,Beleza,Pinceis de Maquiagem Kit 12pc,1,81.72,81.72,Norte,Cartao,Entregue
ORD-0904,2024-11-15,Moda,Meia Kit 3 pares,2,30.55,61.1,Sudeste,Cartao,Em transito
ORD-0905,2024-11-15,Esportes,Bicicleta Speed Aro 29,1,1415.51,1415.51,Sudeste,Boleto,Entregue
ORD-0906,2024-11-15,Eletrônicos,Mouse Sem Fio Logitech,1,158.19,158.19,Centro-Oeste,Boleto,Entregue
ORD-0907,2024-11-15,Esportes,Halteres Par 5kg,1,92.68,92.68,Sudeste,Cartao,Entregue
ORD-0908,2024-11-15,Casa e Jardim,Vassoura Elétrica Robô,1,499.03,499.03,Sudeste,Cartao,Entregue
ORD-0909,2024-11-15,Livros,Sapiens - Uma Breve Historia,2,45.82,91.64,Sul,PIX,Em transito
ORD-0910,2024-11-15,Moda,Vestido Floral Midi,1,166.28,166.28,Norte,PIX,Em transito
ORD-0911,2024-11-15,Beleza,Protetor Solar FPS 60,2,50.12,100.24,Norte,PIX,Entregue
ORD-0912,2024-11-15,Beleza,Shampoo Antirresíduo 300ml,4,35.5,142.0,Nordeste,Boleto,Entregue
ORD-0913,2024-11-16,Beleza,Protetor Solar FPS 60,1,48.67,48.67,Sul,Boleto,Entregue
ORD-0914,2024-11-16,Casa e Jardim,Tapete Sala 2x3m,1,190.23,190.23,Nordeste,PIX,Cancelado
ORD-0915,2024-11-16,Eletrônicos,Cabo HDMI 2m,1,42.73,42.73,Sudeste,PIX,Entregue
ORD-0916,2024-11-16,Casa e Jardim,Jogo de Cama Queen 300 fios,1,152.75,152.75,Nordeste,Cartao,Entregue
ORD-0917,2024-11-16,Beleza,Secador de Cabelo Profissional,1,233.91,233.91,Nordeste,Boleto,Cancelado
ORD-0918,2024-11-16,Casa e Jardim,Vassoura Elétrica Robô,4,528.35,2113.4,Sul,Cartao,Cancelado
ORD-0919,2024-11-17,Beleza,Pinceis de Maquiagem Kit 12pc,1,80.25,80.25,Sudeste,PIX,Entregue
ORD-0920,2024-11-17,Beleza,Kit Skincare Vitamina C,1,136.29,136.29,Norte,PIX,Entregue
ORD-0921,2024-11-17,Esportes,Bicicleta Speed Aro 29,1,1379.63,1379.63,Sudeste,Boleto,Entregue
ORD-0922,2024-11-18,Livros,Algoritmos - CLRS,2,141.05,282.1,Sul,PIX,Entregue
ORD-0923,2024-11-18,Esportes,Tapete de Yoga 6mm,1,80.88,80.88,Centro-Oeste,Cartao,Entregue
ORD-0924,2024-11-18,Casa e Jardim,Vassoura Elétrica Robô,1,468.31,468.31,Nordeste,PIX,Cancelado
ORD-0925,2024-11-18,Moda,Vestido Floral Midi,1,147.11,147.11,Sudeste,Cartao,Entregue
ORD-0926,2024-11-18,Moda,Bolsa Feminina de Couro,1,230.96,230.96,Sudeste,Cartao,Entregue
ORD-0927,2024-11-18,Beleza,Secador de Cabelo Profissional,3,210.73,632.19,Sul,PIX,Entregue
ORD-0928,2024-11-18,Casa e Jardim,Panela de Pressão Elétrica,1,271.68,271.68,Nordeste,Cartao,Entregue
ORD-0929,2024-11-18,Livros,Sapiens - Uma Breve Historia,1,52.52,52.52,Sudeste,PIX,Em transito
ORD-0930,2024-11-19,Eletrônicos,Teclado Mecânico Redragon,1,280.42,280.42,Sul,Cartao,Entregue
ORD-0931,2024-11-19,Livros,Sapiens - Uma Breve Historia,2,53.54,107.08,Nordeste,PIX,Entregue
ORD-0932,2024-11-19,Eletrônicos,Hub USB 7 portas,1,84.01,84.01,Sudeste,PIX,Entregue
ORD-0933,2024-11-19,Moda,Calça Jeans Skinny,4,145.52,582.08,Sudeste,Cartao,Entregue
ORD-0934,2024-11-20,Moda,Meia Kit 3 pares,1,31.84,31.84,Sudeste,PIX,Entregue
ORD-0935,2024-11-20,Casa e Jardim,Tapete Sala 2x3m,2,177.45,354.9,Sul,PIX,Entregue
ORD-0936,2024-11-20,Moda,Camisa Social Slim Fit,3,111.24,333.72,Sul,PIX,Entregue
ORD-0937,2024-11-20,Moda,Bolsa Feminina de Couro,3,225.17,675.51,Centro-Oeste,PIX,Entregue
ORD-0938,2024-11-21,Esportes,Halteres Par 5kg,1,94.12,94.12,Centro-Oeste,PIX,Entregue
ORD-0939,2024-11-21,Casa e Jardim,Kit Ferramentas 42 peças,1,120.52,120.52,Norte,Cartao,Entregue
ORD-0940,2024-11-21,Beleza,Kit Skincare Vitamina C,3,119.16,357.48,Sudeste,PIX,Entregue
ORD-0941,2024-11-21,Beleza,Secador de Cabelo Profissional,1,211.03,211.03,Sul,Boleto,Cancelado
ORD-0942,2024-11-21,Livros,Pai Rico Pai Pobre,1,47.12,47.12,Sudeste,PIX,Entregue
ORD-0943,2024-11-22,Casa e Jardim,Regador de Jardim 5L,1,36.09,36.09,Nordeste,Cartao,Entregue
ORD-0944,2024-11-22,Esportes,Corda de Pular Speed,1,50.6,50.6,Nordeste,Cartao,Entregue
ORD-0945,2024-11-22,Livros,Clean Code,1,88.97,88.97,Sudeste,PIX,Entregue
ORD-0946,2024-11-22,Beleza,Pinceis de Maquiagem Kit 12pc,2,78.59,157.18,Sul,Cartao,Entregue
ORD-0947,2024-11-23,Moda,Bolsa Feminina de Couro,1,268.67,268.67,Sudeste,PIX,Entregue
ORD-0948,2024-11-23,Esportes,Tapete de Yoga 6mm,3,73.58,220.74,Sudeste,PIX,Entregue
ORD-0949,2024-11-23,Casa e Jardim,Tapete Sala 2x3m,1,189.71,189.71,Sudeste,Cartao,Entregue
ORD-0950,2024-11-23,Esportes,Garrafa Térmica 1L,1,58.2,58.2,Nordeste,PIX,Entregue
ORD-0951,2024-11-24,Esportes,Whey Protein 900g,1,122.95,122.95,Centro-Oeste,PIX,Entregue
ORD-0952,2024-11-24,Livros,A Startup Enxuta,1,40.29,40.29,Sudeste,PIX,Entregue
